Time,TP9,AF7,AF8,TP10,ABS(TP)SUM,ABS(AF)SUM,ABS_SUM,Non-ClenchedTeeth
1627069791671.84,273.44,-3.91,-33.69,-27.34,300.78,37.599999999999994,338.38,True
1627069791675.75,166.5,4.88,-40.53,-59.57,226.07,45.410000000000004,271.48,True
1627069791679.65,-197.75,-9.28,-57.62,-74.71,272.46,66.89999999999999,339.35999999999996,True
1627069791683.56,-178.71,-16.11,-56.64,-52.25,230.96,72.75,303.71,True
1627069791687.46,183.59,3.91,-34.67,-41.02,224.61,38.58,263.19,True
1627069791691.37,229.98,9.77,-30.76,-49.32,279.3,40.53,319.83,True
1627069791695.28,-122.07,-4.88,-44.43,-70.31,192.38,49.31,241.69,True
1627069791699.18,-233.4,-6.35,-45.9,-72.75,306.15,52.25,358.4,True
1627069791703.09,101.56,5.37,-34.67,-46.88,148.44,40.04,188.48000000000002,True
1627069791707.0,267.58,7.32,-33.2,-41.5,309.08,40.52,349.59999999999997,True
1627069791710.9,-31.74,4.39,-39.55,-58.11,89.85,43.94,133.79,True
1627069791714.81,-253.42,-2.44,-36.13,-65.43,318.85,38.57,357.42,True
1627069791718.71,8.79,0.98,-19.53,-48.83,57.62,20.51,78.13,True
1627069791722.62,287.6,5.37,-14.16,-35.16,322.76,19.53,342.29,True
1627069791726.53,71.78,-7.32,-38.57,-52.25,124.03,45.89,169.92,True
1627069791730.43,-249.02,-12.21,-46.39,-70.31,319.33000000000004,58.6,377.93,True
1627069791734.34,-108.89,-1.95,-18.55,-62.99,171.88,20.5,192.38,True
1627069791738.25,236.82,3.42,-6.84,-35.64,272.46,10.26,282.71999999999997,True
1627069791742.15,179.69,1.95,-23.93,-39.06,218.75,25.88,244.63,True
1627069791746.06,-167.97,-1.95,-34.18,-68.36,236.32999999999998,36.13,272.46,True
1627069791749.96,-181.64,-6.35,-32.23,-65.92,247.56,38.58,286.14,True
1627069791753.87,169.92,-8.3,-31.25,-41.02,210.94,39.55,250.49,True
1627069791757.78,245.61,-9.28,-31.25,-40.04,285.65000000000003,40.53,326.18,True
1627069791761.68,-98.14,-9.28,-33.69,-71.78,169.92000000000002,42.97,212.89000000000001,True
1627069791765.59,-227.05,-15.63,-38.09,-70.8,297.85,53.720000000000006,351.57000000000005,True
1627069791769.5,79.59,-17.58,-36.62,-42.48,122.07,54.199999999999996,176.26999999999998,True
1627069791773.4,263.67,-21.97,-40.04,-38.09,301.76,62.01,363.77000000000004,True
1627069791777.31,-15.63,-17.09,-44.43,-62.99,78.62,61.519999999999996,140.14000000000001,True
1627069791781.21,-271.48,-12.21,-46.39,-74.22,345.70000000000005,58.6,404.3,True
1627069791785.12,-45.41,-21.97,-48.34,-45.9,91.31,70.31,161.62,True
1627069791789.03,263.67,-22.95,-43.46,-22.46,286.13,66.41,352.53999999999996,True
1627069791792.93,94.73,-18.55,-32.71,-51.76,146.49,51.260000000000005,197.75000000000003,True
1627069791796.84,-241.7,-24.9,-41.02,-74.22,315.91999999999996,65.92,381.8399999999999,True
1627069791800.75,-142.09,-24.9,-40.53,-58.59,200.68,65.43,266.11,True
1627069791804.65,206.54,-20.02,-25.88,-33.2,239.74,45.9,285.64,True
1627069791808.56,166.02,-20.51,-23.44,-47.85,213.87,43.95,257.82,True
1627069791812.46,-204.59,-31.74,-35.16,-74.22,278.81,66.89999999999999,345.71000000000004,True
1627069791816.37,-239.75,-35.64,-39.55,-60.06,299.81,75.19,375.0,True
1627069791820.28,116.21,-30.76,-27.83,-29.79,146.0,58.59,204.58999999999997,True
1627069791824.18,222.66,-30.27,-24.9,-37.11,259.77,55.17,314.93999999999994,True
1627069791828.09,-110.84,-30.76,-33.2,-68.85,179.69,63.96000000000001,243.64999999999998,True
1627069791832.0,-288.09,-37.6,-45.41,-67.87,355.96,83.00999999999999,438.97,True
1627069791835.9,18.07,-31.74,-40.04,-30.76,48.83,71.78,120.60999999999999,True
1627069791839.81,260.25,-16.6,-17.58,-21.97,282.22,34.18,316.40000000000003,True
1627069791843.71,-5.37,-26.86,-26.86,-54.2,59.57,53.72,113.29,True
1627069791847.62,-300.29,-34.18,-40.53,-74.22,374.51,74.71000000000001,449.22,True
1627069791851.53,-102.05,-26.37,-28.81,-56.15,158.2,55.18,213.38,True
1627069791855.43,225.59,-21.48,-12.7,-46.88,272.47,34.18,306.65000000000003,True
1627069791859.34,90.82,-32.23,-15.63,-67.87,158.69,47.86,206.54999999999998,True
1627069791863.25,-254.39,-32.23,-30.76,-82.03,336.41999999999996,62.989999999999995,399.40999999999997,True
1627069791867.15,-186.52,-21.0,-27.83,-58.59,245.11,48.83,293.94,True
1627069791871.06,167.97,-18.07,-17.58,-31.74,199.71,35.65,235.36,True
1627069791874.96,172.85,-18.55,-34.18,-45.41,218.26,52.730000000000004,270.99,True
1627069791878.87,-192.38,-27.34,-54.69,-62.5,254.88,82.03,336.90999999999997,True
1627069791882.78,-264.16,-23.44,-39.06,-74.22,338.38,62.5,400.88,True
1627069791886.68,87.4,-16.6,-23.93,-57.13,144.53,40.53,185.06,True
1627069791890.59,227.54,-16.6,-29.3,-52.73,280.27,45.900000000000006,326.17,True
1627069791894.5,-97.17,-22.46,-41.02,-89.84,187.01,63.480000000000004,250.49,True
1627069791898.4,-298.83,-22.95,-40.53,-96.68,395.51,63.480000000000004,458.99,True
1627069791902.31,-14.16,-17.09,-35.64,-58.59,72.75,52.730000000000004,125.48,True
1627069791906.21,245.12,-15.14,-32.23,-40.04,285.16,47.37,332.53000000000003,True
1627069791910.12,7.32,-16.11,-31.74,-66.41,73.72999999999999,47.849999999999994,121.57999999999998,True
1627069791914.03,-294.92,-13.67,-38.09,-73.73,368.65000000000003,51.760000000000005,420.4100000000001,True
1627069791917.93,-121.58,-14.16,-36.13,-55.66,177.24,50.290000000000006,227.53,True
1627069791921.84,208.5,-13.67,-29.3,-39.06,247.56,42.97,290.53000000000003,True
1627069791925.75,105.47,-6.84,-21.97,-41.5,146.97,28.81,175.78,True
1627069791929.65,-243.16,-4.88,-21.0,-81.05,324.21,25.88,350.09,True
1627069791933.56,-209.47,-9.28,-25.39,-80.08,289.55,34.67,324.21999999999997,True
1627069791937.46,151.37,-7.32,-23.93,-50.29,201.66,31.25,232.91,True
1627069791941.37,171.39,-5.37,-23.44,-50.78,222.17,28.810000000000002,250.98,True
1627069791945.28,-168.46,-12.21,-29.3,-74.22,242.68,41.510000000000005,284.19,True
1627069791949.18,-264.65,-19.53,-33.69,-76.66,341.30999999999995,53.22,394.5299999999999,True
1627069791953.09,58.11,-17.09,-27.34,-33.69,91.8,44.43,136.23,True
1627069791957.0,228.03,-7.81,-11.72,-32.71,260.74,19.53,280.27000000000004,True
1627069791960.9,-71.78,-14.16,-21.97,-83.98,155.76,36.129999999999995,191.89,True
1627069791964.81,-298.34,-21.48,-38.09,-90.82,389.15999999999997,59.57000000000001,448.73,True
1627069791968.71,-45.41,-22.95,-35.64,-49.32,94.72999999999999,58.59,153.32,True
1627069791972.62,233.4,-14.65,-17.58,-44.43,277.83,32.23,310.05999999999995,True
1627069791976.53,31.74,-13.67,-22.46,-78.61,110.35,36.13,146.48,True
1627069791980.43,-293.95,-29.3,-42.97,-95.21,389.15999999999997,72.27,461.42999999999995,True
1627069791984.34,-154.79,-33.2,-40.04,-82.03,236.82,73.24000000000001,310.06,True
1627069791988.25,187.5,-25.88,-29.3,-62.5,250.0,55.18,305.18,True
1627069791992.15,115.23,-30.27,-29.79,-68.36,183.59,60.06,243.65,True
1627069791996.06,-240.72,-36.13,-43.46,-86.43,327.15,79.59,406.73999999999995,True
1627069791999.96,-245.12,-39.06,-39.06,-83.5,328.62,78.12,406.74,True
1627069792003.87,113.77,-33.69,-20.02,-63.48,177.25,53.709999999999994,230.96,True
1627069792007.78,186.04,-25.39,-22.95,-70.31,256.35,48.34,304.69,True
1627069792011.68,-166.5,-35.64,-41.5,-87.4,253.9,77.14,331.04,True
1627069792015.59,-301.76,-36.62,-53.22,-72.75,374.51,89.84,464.35,True
1627069792019.5,21.48,-17.09,-37.11,-56.64,78.12,54.2,132.32,True
1627069792023.4,223.63,-17.09,-31.25,-47.36,270.99,48.34,319.33,True
1627069792027.31,-52.25,-26.86,-50.29,-64.94,117.19,77.15,194.34,True
1627069792031.21,-305.18,-27.83,-52.73,-83.01,388.19,80.56,468.75,True
1627069792035.12,-78.13,-24.41,-45.9,-73.73,151.86,70.31,222.17000000000002,True
1627069792039.03,225.59,-22.95,-44.43,-49.8,275.39,67.38,342.77,True
1627069792042.93,57.62,-28.32,-49.32,-72.75,130.37,77.64,208.01,True
1627069792046.84,-275.88,-30.76,-51.76,-109.86,385.74,82.52,468.26,True
1627069792050.75,-173.83,-29.79,-38.09,-89.84,263.67,67.88,331.55000000000007,True
1627069792054.65,177.73,-32.23,-22.95,-64.45,242.18,55.17999999999999,297.36,True
1627069792058.56,147.95,-38.57,-31.25,-63.96,211.91,69.82,281.73,True
1627069792062.46,-201.17,-26.86,-37.6,-80.57,281.74,64.46000000000001,346.20000000000005,True
1627069792066.37,-237.3,-21.48,-37.11,-91.31,328.61,58.59,387.20000000000005,True
1627069792070.28,110.35,-16.11,-31.74,-62.5,172.85,47.849999999999994,220.7,True
1627069792074.18,215.82,-12.21,-29.3,-39.06,254.88,41.510000000000005,296.39,True
1627069792078.09,-121.58,-21.48,-28.32,-83.01,204.59,49.8,254.39,True
1627069792082.0,-286.13,-28.81,-23.93,-105.96,392.09,52.739999999999995,444.83,True
1627069792085.9,16.11,-27.83,-18.07,-71.29,87.4,45.9,133.3,True
1627069792089.81,243.16,-19.53,-10.74,-52.73,295.89,30.270000000000003,326.15999999999997,True
1627069792093.71,-13.67,-14.16,-18.07,-75.2,88.87,32.230000000000004,121.1,True
1627069792097.62,-294.43,-19.53,-24.41,-85.94,380.37,43.94,424.31,True
1627069792101.53,-98.14,-29.3,-28.32,-68.36,166.5,57.620000000000005,224.12,True
1627069792105.43,221.19,-20.02,-25.39,-47.36,268.55,45.41,313.96,True
1627069792109.34,87.89,-10.74,-25.39,-67.87,155.76,36.13,191.89,True
1627069792113.25,-257.32,-20.02,-46.88,-100.59,357.90999999999997,66.9,424.80999999999995,True
1627069792117.15,-198.24,-23.44,-52.25,-76.17,274.41,75.69,350.1,True
1627069792121.06,157.23,-13.67,-25.39,-43.95,201.18,39.06,240.24,True
1627069792124.96,161.13,-14.65,-16.6,-57.13,218.26,31.25,249.51,True
1627069792128.87,-201.17,-22.46,-33.2,-80.08,281.25,55.660000000000004,336.90999999999997,True
1627069792132.78,-271.0,-30.27,-43.46,-81.54,352.54,73.73,426.27,True
1627069792136.68,76.66,-28.32,-36.13,-62.99,139.65,64.45,204.1,True
1627069792140.59,216.8,-12.7,-29.79,-50.78,267.58000000000004,42.489999999999995,310.07000000000005,True
1627069792144.5,-113.28,-10.25,-30.76,-71.78,185.06,41.010000000000005,226.07,True
1627069792148.4,-320.8,-26.86,-32.71,-80.57,401.37,59.57,460.94,True
1627069792152.31,-39.55,-28.32,-23.93,-52.25,91.8,52.25,144.05,True
1627069792156.21,204.1,-23.93,-17.09,-47.85,251.95,41.019999999999996,292.96999999999997,True
1627069792160.12,-27.83,-35.16,-36.62,-74.22,102.05,71.78,173.82999999999998,True
1627069792164.03,-322.75,-43.95,-52.25,-82.52,405.27,96.2,501.46999999999997,True
1627069792167.93,-160.16,-32.71,-35.16,-74.22,234.38,67.87,302.25,True
1627069792171.84,166.99,-28.32,-23.44,-52.73,219.72,51.760000000000005,271.48,True
1627069792175.75,65.92,-32.23,-34.67,-53.71,119.63,66.9,186.52999999999997,True
1627069792179.65,-278.32,-28.32,-39.06,-77.15,355.47,67.38,422.85,True
1627069792183.56,-253.42,-30.27,-24.41,-72.75,326.16999999999996,54.68,380.84999999999997,True
1627069792187.46,87.89,-40.53,-16.6,-52.73,140.62,57.13,197.75,True
1627069792191.37,133.79,-42.48,-23.44,-53.22,187.01,65.92,252.92999999999998,True
1627069792195.28,-199.22,-41.5,-33.2,-76.17,275.39,74.7,350.09,True
1627069792199.18,-300.29,-42.48,-31.25,-81.54,381.83000000000004,73.72999999999999,455.56000000000006,True
1627069792203.09,27.83,-36.62,-17.09,-64.94,92.77,53.709999999999994,146.48,True
1627069792207.0,192.87,-42.48,-21.48,-51.76,244.63,63.959999999999994,308.59000000000003,True
1627069792210.9,-108.4,-43.46,-29.3,-68.85,177.25,72.76,250.01000000000002,True
1627069792214.81,-343.75,-33.69,-28.81,-93.75,437.5,62.5,500.0,True
1627069792218.71,-104.98,-33.69,-30.76,-76.17,181.15,64.45,245.6,True
1627069792222.62,178.71,-28.32,-27.34,-53.22,231.93,55.66,287.59,True
1627069792226.53,-22.46,-25.39,-28.32,-72.27,94.72999999999999,53.71,148.44,True
1627069792230.43,-352.54,-38.09,-36.13,-91.31,443.85,74.22,518.07,True
1627069792234.34,-228.03,-47.36,-39.55,-65.92,293.95,86.91,380.86,True
1627069792238.25,101.07,-40.04,-41.99,-31.74,132.81,82.03,214.84,True
1627069792242.15,42.48,-39.06,-45.9,-47.85,90.33,84.96000000000001,175.29,True
1627069792246.06,-293.95,-39.06,-41.5,-76.66,370.61,80.56,451.17,True
1627069792249.96,-300.29,-39.55,-32.23,-65.43,365.72,71.78,437.50000000000006,True
1627069792253.87,46.39,-43.46,-29.3,-32.23,78.62,72.76,151.38000000000002,True
1627069792257.78,131.84,-31.25,-20.02,-40.53,172.37,51.269999999999996,223.64000000000001,True
1627069792261.68,-206.05,-31.74,-30.76,-77.64,283.69,62.5,346.19,True
1627069792265.59,-355.47,-37.6,-41.02,-83.5,438.97,78.62,517.59,True
1627069792269.5,-46.88,-38.57,-25.88,-66.89,113.77000000000001,64.45,178.22,True
1627069792273.4,150.39,-36.62,-16.11,-64.94,215.32999999999998,52.73,268.06,True
1627069792277.31,-121.09,-32.23,-30.27,-84.96,206.05,62.5,268.55,True
1627069792281.21,-363.77,-33.69,-46.39,-93.26,457.03,80.08,537.11,True
1627069792285.12,-146.97,-27.83,-37.11,-65.43,212.4,64.94,277.34000000000003,True
1627069792289.03,134.77,-25.88,-35.64,-44.92,179.69,61.519999999999996,241.20999999999998,True
1627069792292.93,-25.88,-26.37,-42.48,-68.85,94.72999999999999,68.85,163.57999999999998,True
1627069792296.84,-353.52,-34.18,-56.64,-88.87,442.39,90.82,533.21,True
1627069792300.75,-256.84,-39.55,-57.62,-62.99,319.83,97.16999999999999,417.0,True
1627069792304.65,85.94,-30.76,-35.64,-58.59,144.53,66.4,210.93,True
1627069792308.56,61.04,-27.83,-34.67,-74.22,135.26,62.5,197.76,True
1627069792312.46,-283.69,-30.76,-49.32,-92.77,376.46,80.08,456.53999999999996,True
1627069792316.37,-329.59,-33.69,-56.64,-97.17,426.76,90.33,517.09,True
1627069792320.28,18.55,-33.2,-44.43,-72.27,90.82,77.63,168.45,True
1627069792324.18,128.91,-23.44,-35.64,-70.8,199.70999999999998,59.08,258.78999999999996,True
1627069792328.09,-194.82,-22.46,-42.97,-90.82,285.64,65.43,351.06999999999994,True
1627069792332.0,-364.75,-25.88,-44.43,-88.87,453.62,70.31,523.93,True
1627069792335.9,-63.48,-25.39,-38.09,-62.01,125.49,63.480000000000004,188.97,True
1627069792339.81,169.43,-22.95,-34.18,-48.34,217.77,57.129999999999995,274.9,True
1627069792343.71,-90.33,-23.44,-41.5,-66.89,157.22,64.94,222.16,True
1627069792347.62,-372.07,-14.65,-43.46,-90.82,462.89,58.11,521.0,True
1627069792351.53,-171.88,-8.79,-35.16,-73.24,245.12,43.949999999999996,289.07,True
1627069792355.43,146.97,-8.79,-28.32,-53.71,200.68,37.11,237.79,True
1627069792359.34,10.74,-9.77,-30.76,-63.48,74.22,40.53,114.75,True
1627069792363.25,-329.1,-14.16,-35.16,-84.96,414.06,49.31999999999999,463.38,True
1627069792367.15,-273.44,-11.23,-40.04,-77.15,350.59000000000003,51.269999999999996,401.86000000000007,True
1627069792371.06,66.89,-10.74,-39.06,-43.46,110.35,49.800000000000004,160.14999999999998,True
1627069792374.96,75.2,-18.55,-33.2,-47.36,122.56,51.75,174.31,True
1627069792378.87,-269.53,-21.0,-34.67,-82.52,352.04999999999995,55.67,407.71999999999997,True
1627069792382.78,-342.77,-20.51,-39.55,-79.1,421.87,60.06,481.93,True
1627069792386.68,-6.84,-21.48,-38.57,-37.11,43.95,60.05,104.0,True
1627069792390.59,134.28,-15.63,-32.71,-27.34,161.62,48.34,209.96,True
1627069792394.5,-174.32,-16.11,-24.9,-67.38,241.7,41.01,282.71,True
1627069792398.4,-379.39,-27.34,-27.34,-71.29,450.68,54.68,505.35999999999996,True
1627069792402.31,-114.75,-34.67,-26.86,-51.27,166.02,61.53,227.55,True
1627069792406.21,132.81,-29.79,-28.81,-44.92,177.73000000000002,58.599999999999994,236.33,True
1627069792410.12,-110.84,-29.3,-40.53,-71.78,182.62,69.83,252.45000000000002,True
1627069792414.03,-434.57,-34.18,-43.95,-88.38,522.95,78.13,601.08,False
1627069792417.93,-278.32,-32.71,-39.55,-55.66,333.98,72.25999999999999,406.24,True
1627069792421.84,61.04,-23.93,-24.9,-51.76,112.8,48.83,161.63,True
1627069792425.75,-17.58,-18.55,-22.95,-77.15,94.73,41.5,136.23,True
1627069792429.65,-338.38,-31.25,-34.18,-79.59,417.97,65.43,483.40000000000003,True
1627069792433.56,-300.29,-37.11,-33.69,-58.11,358.40000000000003,70.8,429.20000000000005,True
1627069792437.46,27.83,-15.63,-11.23,-58.59,86.42,26.86,113.28,True
1627069792441.37,59.08,-14.16,-14.16,-74.71,133.79,28.32,162.10999999999999,True
1627069792445.28,-269.04,-31.74,-35.64,-88.38,357.42,67.38,424.8,True
1627069792449.18,-380.86,-29.79,-36.13,-104.49,485.35,65.92,551.27,False
1627069792453.09,-58.59,-23.93,-33.69,-86.43,145.02,57.62,202.64000000000001,True
1627069792457.0,118.65,-22.46,-41.99,-64.45,183.10000000000002,64.45,247.55000000000004,True
1627069792460.9,-178.71,-32.23,-51.76,-79.1,257.81,83.99,341.8,True
1627069792464.81,-399.9,-40.04,-53.71,-83.98,483.88,93.75,577.63,False
1627069792468.71,-140.63,-30.27,-45.41,-60.55,201.18,75.67999999999999,276.86,True
1627069792472.62,136.23,-21.48,-36.62,-47.85,184.07999999999998,58.099999999999994,242.17999999999998,True
1627069792476.53,-60.55,-29.79,-40.04,-50.78,111.33,69.83,181.16,True
1627069792480.43,-375.98,-41.99,-53.22,-54.2,430.18,95.21000000000001,525.39,True
1627069792484.34,-247.07,-34.67,-48.83,-55.18,302.25,83.5,385.75,True
1627069792488.25,87.4,-30.76,-39.55,-38.57,125.97,70.31,196.27999999999997,True
1627069792492.15,17.58,-33.2,-45.9,-41.5,59.08,79.1,138.18,True
1627069792496.06,-331.05,-30.27,-59.08,-72.27,403.32,89.35,492.66999999999996,True
1627069792499.96,-332.52,-30.76,-61.04,-72.75,405.27,91.8,497.07,True
1627069792503.87,18.07,-24.9,-47.36,-51.76,69.83,72.25999999999999,142.08999999999997,True
1627069792507.78,94.24,-22.95,-46.39,-55.66,149.89999999999998,69.34,219.23999999999995,True
1627069792511.68,-239.75,-23.93,-51.76,-84.47,324.22,75.69,399.91,True
1627069792515.59,-379.88,-25.39,-53.71,-93.75,473.63,79.1,552.73,False
1627069792519.5,-68.85,-31.74,-47.36,-56.15,125.0,79.1,204.10000000000002,True
1627069792523.4,139.16,-28.81,-41.02,-41.02,180.18,69.83,250.01000000000002,True
1627069792527.31,-138.18,-25.88,-41.99,-83.98,222.16000000000003,67.87,290.03000000000003,True
1627069792531.21,-392.09,-34.67,-39.06,-102.54,494.63,73.73,568.3599999999999,False
1627069792535.12,-170.41,-36.13,-42.48,-70.31,240.72,78.61,319.33000000000004,True
1627069792539.03,119.63,-34.67,-45.41,-38.57,158.2,80.08,238.28,True
1627069792542.93,-43.46,-25.88,-26.86,-62.99,106.45,52.739999999999995,159.19,True
1627069792546.84,-362.3,-25.39,-34.18,-93.75,456.05,59.57,515.62,True
1627069792550.75,-265.14,-28.32,-40.53,-80.57,345.71,68.85,414.55999999999995,True
1627069792554.65,69.82,-25.39,-17.58,-53.71,123.53,42.97,166.5,True
1627069792558.56,39.55,-26.37,-16.6,-66.41,105.96,42.97,148.92999999999998,True
1627069792562.46,-304.69,-36.62,-42.48,-107.91,412.6,79.1,491.70000000000005,True
1627069792566.37,-339.84,-36.62,-54.2,-102.05,441.89,90.82,532.71,True
1627069792570.28,5.86,-31.74,-42.97,-62.99,68.85000000000001,74.71,143.56,True
1627069792574.18,112.3,-30.27,-33.2,-57.13,169.43,63.47,232.90000000000003,True
1627069792578.09,-212.4,-28.81,-35.64,-92.29,304.69,64.45,369.14,True
1627069792582.0,-386.23,-35.64,-59.08,-92.77,479.0,94.72,573.72,False
1627069792585.9,-99.12,-30.27,-49.32,-61.04,160.16,79.59,239.75,True
1627069792589.81,128.42,-16.11,-18.07,-72.75,201.17,34.18,235.34999999999997,True
1627069792593.71,-116.21,-22.46,-27.83,-91.8,208.01,50.29,258.3,True
1627069792597.62,-390.14,-34.18,-46.88,-102.05,492.19,81.06,573.25,False
1627069792601.53,-199.71,-31.25,-37.11,-92.77,292.48,68.36,360.84000000000003,True
1627069792605.43,112.3,-27.34,-24.41,-74.22,186.51999999999998,51.75,238.26999999999998,True
1627069792609.34,-24.9,-34.18,-30.76,-87.4,112.30000000000001,64.94,177.24,True
1627069792613.25,-361.82,-39.55,-32.23,-111.33,473.15,71.78,544.93,True
1627069792617.15,-291.5,-39.55,-28.32,-94.24,385.74,67.87,453.61,True
1627069792621.06,56.64,-31.25,-18.55,-71.78,128.42000000000002,49.8,178.22000000000003,True
1627069792624.96,73.24,-31.74,-26.37,-77.15,150.39,58.11,208.5,True
1627069792628.87,-263.67,-40.53,-48.34,-90.33,354.0,88.87,442.87,True
1627069792632.78,-348.63,-31.25,-38.09,-96.68,445.31,69.34,514.65,True
1627069792636.68,-22.95,-23.93,-31.25,-71.29,94.24000000000001,55.18,149.42000000000002,True
1627069792640.59,121.58,-23.44,-36.13,-67.38,188.95999999999998,59.57000000000001,248.52999999999997,True
1627069792644.5,-182.13,-22.95,-42.48,-101.56,283.69,65.42999999999999,349.12,True
1627069792648.4,-375.98,-25.88,-50.78,-105.47,481.45000000000005,76.66,558.11,False
1627069792652.31,-100.59,-28.32,-50.78,-78.13,178.72,79.1,257.82,True
1627069792656.21,153.32,-24.41,-45.41,-62.5,215.82,69.82,285.64,True
1627069792660.12,-64.45,-27.83,-46.88,-83.98,148.43,74.71000000000001,223.14,True
1627069792664.03,-353.52,-34.18,-52.25,-104.0,457.52,86.43,543.95,True
1627069792667.93,-181.15,-29.79,-44.92,-80.08,261.23,74.71000000000001,335.94000000000005,True
1627069792671.84,154.79,-22.95,-35.64,-38.09,192.88,58.59,251.46999999999997,True
1627069792675.75,65.92,-16.6,-33.69,-36.62,102.53999999999999,50.29,152.82999999999998,True
1627069792679.65,-279.79,-19.04,-38.57,-72.27,352.06,57.61,409.67,True
1627069792683.56,-264.16,-24.9,-43.95,-72.75,336.91,68.85,405.76,True
1627069792687.46,102.54,-16.11,-39.55,-39.55,142.09,55.66,197.75,True
1627069792691.37,150.88,-11.23,-25.39,-46.39,197.26999999999998,36.620000000000005,233.89,True
1627069792695.28,-194.82,-19.53,-24.9,-90.33,285.15,44.43,329.5799999999999,True
1627069792699.18,-287.11,-31.74,-41.99,-86.43,373.54,73.73,447.27000000000004,True
1627069792703.09,46.88,-29.79,-42.97,-46.39,93.27000000000001,72.75999999999999,166.03,True
1627069792707.0,214.36,-16.11,-29.3,-47.36,261.72,45.41,307.13000000000005,True
1627069792710.9,-74.22,-19.04,-33.2,-86.91,161.13,52.24,213.37,True
1627069792714.81,-291.99,-31.74,-41.99,-90.33,382.32,73.73,456.05,True
1627069792718.71,-41.99,-38.09,-38.57,-44.43,86.42,76.66,163.08,True
1627069792722.62,237.3,-26.86,-24.41,-34.18,271.48,51.269999999999996,322.75000000000006,True
1627069792726.53,38.57,-28.81,-27.34,-51.76,90.33,56.15,146.48,True
1627069792730.43,-269.53,-31.74,-36.13,-57.62,327.15,67.87,395.02,True
1627069792734.34,-135.74,-23.44,-31.25,-42.97,178.71,54.69,233.4,True
1627069792738.25,198.24,-21.0,-21.97,-13.18,211.42000000000002,42.97,254.39000000000001,True
1627069792742.15,146.48,-17.58,-31.25,-22.46,168.94,48.83,217.76999999999998,True
1627069792746.06,-198.24,-22.95,-47.36,-58.11,256.35,70.31,326.66,True
1627069792749.96,-200.2,-21.97,-40.53,-59.57,259.77,62.5,322.27,True
1627069792753.87,150.39,-14.65,-33.69,-32.23,182.61999999999998,48.339999999999996,230.95999999999998,True
1627069792757.78,216.8,-17.58,-38.09,-28.32,245.12,55.67,300.78999999999996,True
1627069792761.68,-121.09,-30.27,-54.69,-51.27,172.36,84.96,257.32000000000005,True
1627069792765.59,-263.67,-35.64,-50.29,-55.66,319.33000000000004,85.93,405.26000000000005,True
1627069792769.5,44.43,-11.23,-19.04,-48.34,92.77000000000001,30.27,123.04000000000002,True
1627069792773.4,237.3,-8.3,-20.51,-43.46,280.76,28.810000000000002,309.57,True
1627069792777.31,-39.55,-23.44,-40.04,-65.92,105.47,63.480000000000004,168.95,True
1627069792781.21,-286.62,-18.07,-43.95,-90.82,377.44,62.02,439.46,True
1627069792785.12,-69.34,-17.09,-34.67,-68.36,137.7,51.760000000000005,189.45999999999998,True
1627069792789.03,226.07,-24.9,-25.39,-43.95,270.02,50.29,320.30999999999995,True
1627069792792.93,66.41,-24.41,-32.23,-61.52,127.93,56.64,184.57,True
1627069792796.84,-258.3,-24.9,-43.95,-85.94,344.24,68.85,413.09,True
1627069792800.75,-160.64,-29.79,-43.46,-70.31,230.95,73.25,304.2,True
1627069792804.65,174.8,-32.71,-33.69,-43.95,218.75,66.4,285.15,True
1627069792808.56,146.97,-30.27,-38.09,-37.6,184.57,68.36,252.93,True
1627069792812.46,-201.66,-21.0,-46.39,-68.36,270.02,67.39,337.40999999999997,True
1627069792816.37,-250.49,-23.44,-37.11,-68.85,319.34000000000003,60.55,379.89000000000004,True
1627069792820.28,81.05,-23.44,-19.04,-37.6,118.65,42.480000000000004,161.13,True
1627069792824.18,186.04,-20.02,-10.25,-32.23,218.26999999999998,30.27,248.54,True
1627069792828.09,-132.32,-25.88,-14.65,-59.08,191.39999999999998,40.53,231.92999999999998,True
1627069792832.0,-294.92,-32.23,-19.53,-64.45,359.37,51.76,411.13,True
1627069792835.9,-0.49,-27.83,-9.28,-43.95,44.440000000000005,37.11,81.55000000000001,True
1627069792839.81,221.19,-21.0,2.44,-33.69,254.88,23.44,278.32,True
1627069792843.71,-21.48,-16.6,0.98,-57.62,79.1,17.580000000000002,96.67999999999999,True
1627069792847.62,-291.99,-13.67,-13.67,-83.01,375.0,27.34,402.34000000000003,True
1627069792851.53,-103.52,-16.11,-14.65,-52.73,156.25,30.759999999999998,187.01000000000002,True
1627069792855.43,195.8,-13.18,-2.93,-23.93,219.73000000000002,16.11,235.84000000000003,True
1627069792859.34,58.11,-16.6,-6.35,-47.85,105.96000000000001,22.950000000000003,128.91,True
1627069792863.25,-277.34,-25.88,-14.16,-83.98,361.32,40.04,401.36,True
1627069792867.15,-219.24,-25.39,-24.9,-77.64,296.88,50.29,347.16999999999996,True
1627069792871.06,121.58,-21.0,-20.02,-48.83,170.41,41.019999999999996,211.43,True
1627069792874.96,128.91,-22.95,-12.21,-57.62,186.53,35.16,221.69,True
1627069792878.87,-210.94,-24.9,-18.07,-79.59,290.53,42.97,333.49999999999994,True
1627069792882.78,-285.64,-30.76,-28.81,-78.61,364.25,59.57,423.82,True
1627069792886.68,42.97,-26.86,-14.65,-61.04,104.00999999999999,41.51,145.52,True
