Time,TP9,AF7,AF8,TP10,ABS(TP)SUM,ABS(AF)SUM,ABS_SUM,Non-ClenchedTeeth
1627069777648.4,-289.06,-27.34,-21.0,-116.21,405.27,48.34,453.60999999999996,True
1627069777652.31,17.58,-26.37,-18.55,-98.14,115.72,44.92,160.64000000000001,True
1627069777656.21,235.84,-33.2,-29.79,-68.36,304.2,62.99,367.19,True
1627069777660.12,-26.37,-29.3,-34.18,-99.61,125.98,63.480000000000004,189.46,True
1627069777664.03,-298.83,-24.9,-30.76,-121.58,420.40999999999997,55.66,476.06999999999994,True
1627069777667.93,-92.29,-28.32,-27.83,-90.33,182.62,56.15,238.76999999999998,True
1627069777671.84,226.07,-28.32,-28.81,-57.13,283.2,57.129999999999995,340.33,True
1627069777675.75,82.03,-18.55,-15.14,-81.05,163.07999999999998,33.69,196.76999999999998,True
1627069777679.65,-251.95,-22.46,-24.41,-107.91,359.86,46.870000000000005,406.73,True
1627069777683.56,-169.92,-25.88,-35.16,-82.03,251.95,61.03999999999999,312.99,True
1627069777687.46,175.29,-21.97,-23.44,-57.62,232.91,45.41,278.32,True
1627069777691.37,156.25,-25.39,-28.32,-81.05,237.3,53.71,291.01,True
1627069777695.28,-194.82,-30.76,-46.39,-113.28,308.1,77.15,385.25,True
1627069777699.18,-258.3,-35.64,-53.71,-103.52,361.82,89.35,451.16999999999996,True
1627069777703.09,76.17,-30.27,-34.67,-70.31,146.48000000000002,64.94,211.42000000000002,True
1627069777707.0,206.54,-24.9,-21.0,-66.89,273.43,45.9,319.33,True
1627069777710.9,-118.16,-40.04,-37.11,-97.17,215.32999999999998,77.15,292.47999999999996,True
1627069777714.81,-309.57,-46.39,-58.11,-107.91,417.48,104.5,521.98,True
1627069777718.71,-18.55,-40.53,-56.15,-75.68,94.23,96.68,190.91,True
1627069777722.62,226.56,-29.79,-33.2,-78.61,305.17,62.99,368.16,True
1627069777726.53,-12.7,-26.37,-40.04,-118.16,130.85999999999999,66.41,197.26999999999998,True
1627069777730.43,-306.64,-34.18,-57.62,-124.02,430.65999999999997,91.8,522.4599999999999,True
1627069777734.34,-132.32,-31.25,-51.27,-104.98,237.3,82.52000000000001,319.82,True
1627069777738.25,188.96,-24.41,-34.18,-88.87,277.83000000000004,58.59,336.4200000000001,True
1627069777742.15,67.38,-30.27,-34.18,-97.66,165.04,64.45,229.49,True
1627069777746.06,-284.67,-41.02,-54.2,-119.63,404.3,95.22,499.52,True
1627069777749.96,-250.0,-40.53,-53.71,-115.72,365.72,94.24000000000001,459.96,True
1627069777753.87,108.4,-29.79,-38.09,-91.8,200.2,67.88,268.08,True
1627069777757.78,139.16,-32.23,-49.8,-86.91,226.07,82.03,308.1,True
1627069777761.68,-212.89,-48.34,-73.24,-96.19,309.08,121.58,430.65999999999997,True
1627069777765.59,-311.52,-43.46,-49.8,-99.12,410.64,93.25999999999999,503.9,True
1627069777769.5,28.32,-25.39,-24.41,-85.94,114.25999999999999,49.8,164.05999999999997,True
1627069777773.4,191.41,-26.37,-26.86,-76.17,267.58,53.230000000000004,320.81,True
1627069777777.31,-125.0,-37.11,-37.6,-101.56,226.56,74.71000000000001,301.27000000000004,True
1627069777781.21,-347.17,-32.71,-47.36,-119.63,466.8,80.07,546.87,True
1627069777785.12,-79.1,-27.34,-41.5,-92.77,171.87,68.84,240.71,True
1627069777789.03,199.22,-28.32,-36.62,-71.78,271.0,64.94,335.94,True
1627069777792.93,-11.72,-31.25,-44.92,-94.24,105.96,76.17,182.13,True
1627069777796.84,-331.05,-36.62,-50.29,-109.86,440.91,86.91,527.82,True
1627069777800.75,-193.85,-37.11,-42.97,-88.87,282.72,80.08,362.80000000000007,True
1627069777804.65,149.41,-36.62,-44.43,-58.59,208.0,81.05,289.05,True
1627069777808.56,75.2,-39.06,-48.83,-66.89,142.09,87.89,229.98000000000002,True
1627069777812.46,-271.48,-37.11,-44.92,-99.12,370.6,82.03,452.63000000000005,True
1627069777816.37,-268.07,-38.57,-50.78,-88.38,356.45,89.35,445.79999999999995,True
1627069777820.28,83.5,-31.74,-39.55,-61.52,145.02,71.28999999999999,216.31,True
1627069777824.18,148.93,-22.46,-18.55,-65.92,214.85000000000002,41.010000000000005,255.86000000000004,True
1627069777828.09,-190.43,-30.27,-30.76,-105.47,295.9,61.03,356.92999999999995,True
1627069777832.0,-317.38,-41.02,-45.41,-115.23,432.61,86.43,519.04,True
1627069777835.9,6.35,-39.55,-36.13,-76.66,83.00999999999999,75.68,158.69,True
1627069777839.81,202.15,-35.64,-26.37,-64.94,267.09000000000003,62.010000000000005,329.1,True
1627069777843.71,-81.05,-36.62,-34.67,-97.17,178.22,71.28999999999999,249.51,True
1627069777847.62,-322.27,-42.48,-44.43,-107.42,429.69,86.91,516.6,True
1627069777851.53,-87.89,-41.5,-40.04,-76.66,164.55,81.53999999999999,246.09,True
1627069777855.43,203.13,-32.23,-18.07,-63.48,266.61,50.3,316.91,True
1627069777859.34,12.21,-31.74,-18.07,-95.21,107.41999999999999,49.81,157.23,True
1627069777863.25,-317.87,-39.55,-39.55,-121.58,439.45,79.1,518.55,True
1627069777867.15,-202.64,-41.02,-44.43,-90.82,293.46,85.45,378.90999999999997,True
1627069777871.06,121.09,-33.69,-24.41,-75.2,196.29000000000002,58.099999999999994,254.39000000000001,True
1627069777874.96,92.29,-37.6,-22.46,-89.36,181.65,60.06,241.71,True
1627069777878.87,-244.14,-49.32,-33.69,-108.89,353.03,83.00999999999999,436.03999999999996,True
1627069777882.78,-278.81,-45.9,-29.79,-108.89,387.7,75.69,463.39,True
1627069777886.68,78.61,-34.18,-26.37,-86.91,165.51999999999998,60.55,226.07,True
1627069777890.59,177.25,-34.67,-32.71,-85.45,262.7,67.38,330.08,True
1627069777894.5,-160.16,-47.36,-46.88,-108.4,268.56,94.24000000000001,362.8,True
1627069777898.4,-318.85,-45.9,-51.76,-109.86,428.71000000000004,97.66,526.37,True
1627069777902.31,-7.81,-37.11,-36.13,-80.57,88.38,73.24000000000001,161.62,True
1627069777906.21,226.07,-32.71,-26.86,-64.94,291.01,59.57,350.58,True
1627069777910.12,-26.37,-37.11,-46.88,-77.15,103.52000000000001,83.99000000000001,187.51,True
1627069777914.03,-299.32,-42.97,-49.8,-83.5,382.82,92.77,475.59,True
1627069777917.93,-101.07,-34.67,-27.83,-73.24,174.31,62.5,236.81,True
1627069777921.84,201.17,-32.71,-29.3,-63.96,265.13,62.010000000000005,327.14,True
1627069777925.75,47.36,-39.55,-45.41,-72.27,119.63,84.96,204.59,True
1627069777929.65,-277.34,-42.48,-43.95,-89.84,367.17999999999995,86.43,453.60999999999996,True
1627069777933.56,-202.64,-44.43,-41.99,-85.94,288.58,86.42,375.0,True
1627069777937.46,146.0,-41.99,-37.6,-58.11,204.11,79.59,283.70000000000005,True
1627069777941.37,145.51,-43.95,-41.02,-61.52,207.03,84.97,292.0,True
1627069777945.28,-198.73,-42.48,-48.83,-100.59,299.32,91.31,390.63,True
1627069777949.18,-257.32,-42.48,-43.46,-105.96,363.28,85.94,449.21999999999997,True
1627069777953.09,77.64,-44.92,-35.16,-71.29,148.93,80.08,229.01000000000002,True
1627069777957.0,214.36,-42.48,-41.02,-50.78,265.14,83.5,348.64,True
1627069777960.9,-92.29,-33.2,-44.92,-84.47,176.76,78.12,254.88,True
1627069777964.81,-280.27,-39.06,-51.27,-104.49,384.76,90.33000000000001,475.09,True
1627069777968.71,-0.98,-41.02,-51.76,-70.31,71.29,92.78,164.07,True
1627069777972.62,244.14,-33.69,-39.06,-51.27,295.40999999999997,72.75,368.15999999999997,True
1627069777976.53,11.72,-35.16,-41.02,-65.92,77.64,76.18,153.82,True
1627069777980.43,-266.6,-36.62,-40.04,-80.08,346.68,76.66,423.34000000000003,True
1627069777984.34,-92.29,-38.09,-32.71,-61.52,153.81,70.80000000000001,224.61,True
1627069777988.25,225.59,-28.81,-32.71,-34.67,260.26,61.519999999999996,321.78,True
1627069777992.15,118.65,-27.83,-37.6,-58.11,176.76,65.43,242.18999999999997,True
1627069777996.06,-223.63,-37.6,-47.36,-94.24,317.87,84.96000000000001,402.83000000000004,True
1627069777999.96,-174.8,-36.13,-47.85,-74.71,249.51,83.98,333.49,True
1627069778003.87,179.2,-35.64,-39.06,-27.34,206.54,74.7,281.24,True
1627069778007.78,201.17,-27.34,-23.93,-49.32,250.48999999999998,51.269999999999996,301.76,True
1627069778011.68,-146.97,-30.27,-30.76,-94.24,241.20999999999998,61.03,302.23999999999995,True
1627069778015.59,-247.56,-38.09,-40.53,-93.75,341.31,78.62,419.92999999999995,True
1627069778019.5,76.17,-32.23,-20.51,-62.5,138.67000000000002,52.739999999999995,191.41,True
1627069778023.4,243.65,-31.25,-14.16,-44.43,288.08,45.41,333.49,True
1627069778027.31,-57.13,-37.6,-28.81,-71.78,128.91,66.41,195.32,True
1627069778031.21,-273.44,-33.69,-33.69,-80.08,353.52,67.38,420.9,True
1627069778035.12,-14.16,-30.76,-19.53,-45.41,59.56999999999999,50.290000000000006,109.86,True
1627069778039.03,248.54,-33.2,-18.07,-31.74,280.28,51.27,331.54999999999995,True
1627069778042.93,44.43,-33.69,-36.13,-46.39,90.82,69.82,160.64,True
1627069778046.84,-260.25,-32.71,-47.36,-62.01,322.26,80.07,402.33,True
1627069778050.75,-123.05,-26.86,-35.16,-63.96,187.01,62.019999999999996,249.03,True
1627069778054.65,207.52,-23.93,-27.34,-55.18,262.7,51.269999999999996,313.96999999999997,True
1627069778058.56,136.72,-24.9,-46.39,-62.01,198.73,71.28999999999999,270.02,True
1627069778062.46,-204.59,-35.16,-64.94,-75.68,280.27,100.1,380.36999999999995,True
1627069778066.37,-204.1,-21.48,-54.2,-78.13,282.23,75.68,357.91,True
1627069778070.28,137.21,-12.21,-44.92,-62.01,199.22,57.13,256.35,True
1627069778074.18,195.8,-23.44,-47.85,-54.2,250.0,71.29,321.29,True
1627069778078.09,-139.16,-27.34,-49.32,-80.08,219.24,76.66,295.90000000000003,True
1627069778082.0,-269.04,-27.83,-56.64,-76.17,345.21000000000004,84.47,429.68,True
1627069778085.9,38.57,-29.3,-54.69,-50.29,88.86,83.99,172.85,True
1627069778089.81,223.63,-32.23,-47.36,-53.22,276.85,79.59,356.44000000000005,True
1627069778093.71,-56.15,-38.57,-39.55,-69.34,125.49000000000001,78.12,203.61,True
1627069778097.62,-296.88,-40.04,-40.04,-89.84,386.72,80.08,466.80000000000007,True
1627069778101.53,-69.34,-41.99,-39.55,-72.75,142.09,81.53999999999999,223.63,True
1627069778105.43,217.29,-41.5,-32.71,-40.53,257.82,74.21000000000001,332.03,True
1627069778109.34,43.46,-36.62,-40.53,-62.99,106.45,77.15,183.6,True
1627069778113.25,-277.83,-41.99,-55.18,-95.21,373.03999999999996,97.17,470.21,True
1627069778117.15,-177.73,-52.73,-51.76,-77.15,254.88,104.49,359.37,True
1627069778121.06,159.18,-51.76,-46.88,-42.48,201.66,98.64,300.3,True
1627069778124.96,125.49,-37.6,-47.36,-56.64,182.13,84.96000000000001,267.09,True
1627069778128.87,-213.87,-40.53,-50.78,-88.87,302.74,91.31,394.04999999999995,True
1627069778132.78,-240.72,-52.25,-58.11,-76.66,317.38,110.36,427.74,True
1627069778136.68,101.56,-51.27,-52.73,-26.86,128.42000000000002,104.0,232.42000000000002,True
1627069778140.59,199.71,-35.64,-37.11,-26.37,226.08,72.75,298.83000000000004,True
1627069778144.5,-126.46,-36.13,-42.97,-63.96,190.42,79.1,269.52,True
1627069778148.4,-284.67,-43.46,-45.41,-69.82,354.49,88.87,443.36,True
1627069778152.31,17.09,-29.3,-30.27,-55.18,72.27,59.57,131.84,True
1627069778156.21,233.89,-24.9,-21.0,-47.85,281.74,45.9,327.64,True
1627069778160.12,-32.71,-33.2,-31.25,-76.66,109.37,64.45,173.82,True
1627069778164.03,-303.71,-38.57,-49.8,-100.59,404.29999999999995,88.37,492.66999999999996,True
1627069778167.93,-105.96,-34.67,-38.57,-80.08,186.04,73.24000000000001,259.28,True
1627069778171.84,198.24,-30.76,-17.09,-58.11,256.35,47.85,304.2,True
1627069778175.75,48.83,-39.06,-26.37,-74.71,123.53999999999999,65.43,188.97,True
1627069778179.65,-281.25,-51.76,-41.99,-91.8,373.05,93.75,466.8,True
1627069778183.56,-207.03,-54.69,-42.97,-62.99,270.02,97.66,367.67999999999995,True
1627069778187.46,133.3,-32.71,-20.02,-51.76,185.06,52.730000000000004,237.79000000000002,True
1627069778191.37,132.32,-25.88,-11.23,-62.01,194.32999999999998,37.11,231.43999999999997,True
1627069778195.28,-204.59,-37.11,-32.71,-79.1,283.69,69.82,353.51,True
1627069778199.18,-274.9,-40.04,-36.62,-91.31,366.21,76.66,442.87,True
1627069778203.09,50.29,-38.57,-19.53,-74.22,124.50999999999999,58.1,182.60999999999999,True
1627069778207.0,185.55,-31.25,-11.72,-68.36,253.91000000000003,42.97,296.88000000000005,True
1627069778210.9,-115.23,-36.62,-23.93,-92.77,208.0,60.55,268.55,True
1627069778214.81,-304.69,-45.9,-27.83,-103.03,407.72,73.72999999999999,481.45,True
1627069778218.71,-33.2,-41.5,-18.07,-75.68,108.88000000000001,59.57,168.45,True
1627069778222.62,203.61,-40.04,-15.63,-52.73,256.34000000000003,55.67,312.01000000000005,True
1627069778226.53,-21.0,-48.83,-20.02,-67.87,88.87,68.85,157.72,True
1627069778230.43,-300.78,-55.66,-30.76,-95.21,395.98999999999995,86.42,482.40999999999997,True
1627069778234.34,-135.25,-41.5,-26.37,-69.82,205.07,67.87,272.94,True
1627069778238.25,186.52,-31.74,-22.46,-52.25,238.77,54.2,292.96999999999997,True
1627069778242.15,83.5,-49.32,-41.99,-58.11,141.61,91.31,232.92000000000002,True
1627069778246.06,-251.95,-42.97,-33.2,-71.78,323.73,76.17,399.90000000000003,True
1627069778249.96,-218.26,-31.25,-28.81,-79.59,297.85,60.06,357.91,True
1627069778253.87,120.12,-30.76,-36.13,-58.11,178.23000000000002,66.89,245.12,True
1627069778257.78,153.81,-31.25,-26.37,-52.25,206.06,57.620000000000005,263.68,True
1627069778261.68,-176.27,-35.16,-27.83,-77.15,253.42000000000002,62.989999999999995,316.41,True
1627069778265.59,-268.07,-39.55,-30.76,-73.24,341.31,70.31,411.62,True
1627069778269.5,47.85,-43.46,-21.97,-32.23,80.08,65.43,145.51,True
1627069778273.4,201.66,-37.6,-17.09,-21.0,222.66,54.69,277.34999999999997,True
1627069778277.31,-88.87,-33.69,-21.48,-56.15,145.02,55.17,200.19,True
1627069778281.21,-300.78,-41.02,-34.18,-75.68,376.46,75.2,451.65999999999997,True
1627069778285.12,-56.15,-40.04,-39.55,-35.64,91.78999999999999,79.59,171.38,True
1627069778289.03,207.52,-33.2,-32.23,-3.91,211.43,65.43,276.86,True
1627069778292.93,11.23,-27.83,-28.32,-44.43,55.66,56.15,111.81,True
1627069778296.84,-294.92,-37.11,-44.43,-75.68,370.6,81.53999999999999,452.14000000000004,True
1627069778300.75,-152.34,-45.41,-35.16,-58.59,210.93,80.57,291.5,True
1627069778304.65,181.15,-33.69,-15.63,-41.5,222.65,49.32,271.97,True
1627069778308.56,102.05,-23.44,-26.86,-56.15,158.2,50.3,208.5,True
1627069778312.46,-229.0,-29.3,-43.95,-80.08,309.08,73.25,382.33,True
1627069778316.37,-217.77,-35.16,-51.76,-73.73,291.5,86.91999999999999,378.41999999999996,True
1627069778320.28,110.84,-29.3,-53.71,-56.15,166.99,83.01,250.00000000000003,True
1627069778324.18,173.34,-16.6,-47.36,-60.55,233.89,63.96,297.84999999999997,True
1627069778328.09,-149.9,-25.88,-60.06,-83.5,233.4,85.94,319.34000000000003,True
1627069778332.0,-280.76,-39.55,-76.17,-69.34,350.1,115.72,465.82000000000005,True
1627069778335.9,21.48,-21.48,-49.32,-40.53,62.010000000000005,70.8,132.81,True
1627069778339.81,205.57,-21.48,-35.64,-47.85,253.42,57.120000000000005,310.53999999999996,True
1627069778343.71,-64.45,-32.71,-46.88,-78.13,142.57999999999998,79.59,222.17,True
1627069778347.62,-300.29,-30.76,-50.78,-94.73,395.02000000000004,81.54,476.56000000000006,True
1627069778351.53,-83.98,-25.88,-46.88,-83.98,167.96,72.76,240.72,True
1627069778355.43,194.82,-23.93,-41.5,-55.66,250.48,65.43,315.90999999999997,True
1627069778359.34,25.88,-30.27,-40.53,-67.38,93.25999999999999,70.8,164.06,True
1627069778363.25,-293.46,-35.64,-47.85,-97.17,390.63,83.49000000000001,474.12,True
1627069778367.15,-191.41,-36.13,-53.22,-80.57,271.98,89.35,361.33000000000004,True
1627069778371.06,145.02,-31.25,-44.43,-54.69,199.71,75.68,275.39,True
1627069778374.96,113.28,-34.18,-38.57,-60.06,173.34,72.75,246.09,True
1627069778378.87,-219.24,-41.99,-41.02,-82.03,301.27,83.01,384.28,True
1627069778382.78,-248.54,-40.53,-36.62,-95.7,344.24,77.15,421.39,True
1627069778386.68,76.66,-42.97,-27.34,-75.68,152.34,70.31,222.65,True
1627069778390.59,163.57,-39.55,-30.27,-70.31,233.88,69.82,303.7,True
1627069778394.5,-159.67,-38.57,-38.09,-92.29,251.95999999999998,76.66,328.62,True
1627069778398.4,-321.29,-45.41,-48.34,-94.73,416.02000000000004,93.75,509.7700000000001,True
1627069778402.31,-33.2,-45.9,-48.83,-70.8,104.0,94.72999999999999,198.73000000000002,True
1627069778406.21,189.45,-42.97,-38.09,-45.9,235.35,81.06,316.40999999999997,True
1627069778410.12,-55.66,-46.39,-38.57,-71.78,127.44,84.96000000000001,212.39999999999998,True
1627069778414.03,-316.41,-53.22,-48.34,-95.7,412.11,101.56,513.6700000000001,True
1627069778417.93,-124.51,-51.76,-46.39,-69.82,194.32999999999998,98.15,292.47999999999996,True
1627069778421.84,177.25,-57.13,-38.57,-40.04,217.29,95.7,312.99,True
1627069778425.75,48.34,-49.32,-17.58,-54.69,103.03,66.9,169.93,True
1627069778429.65,-272.46,-44.92,-21.0,-83.5,355.96,65.92,421.88,True
1627069778433.56,-203.61,-52.25,-29.79,-68.36,271.97,82.03999999999999,354.01000000000005,True
1627069778437.46,125.0,-47.85,-20.51,-54.69,179.69,68.36,248.04999999999998,True
1627069778441.37,117.68,-50.78,-28.81,-68.36,186.04000000000002,79.59,265.63,True
1627069778445.28,-213.87,-63.96,-39.06,-90.33,304.2,103.02000000000001,407.21999999999997,True
1627069778449.18,-273.93,-64.94,-44.92,-98.14,372.07,109.86,481.93,True
1627069778453.09,48.34,-53.22,-35.16,-67.38,115.72,88.38,204.1,True
1627069778457.0,178.22,-59.08,-27.34,-54.2,232.42000000000002,86.42,318.84,True
1627069778460.9,-116.21,-62.5,-38.57,-84.96,201.17,101.07,302.23999999999995,True
1627069778464.81,-304.69,-64.45,-54.69,-94.73,399.42,119.14,518.56,True
1627069778468.71,-39.55,-58.59,-50.78,-51.76,91.31,109.37,200.68,True
1627069778472.62,195.31,-38.09,-30.76,-51.27,246.58,68.85000000000001,315.43,True
1627069778476.53,-42.48,-43.46,-47.36,-96.19,138.67,90.82,229.49,True
1627069778480.43,-340.82,-60.06,-67.87,-114.26,455.08,127.93,583.01,False
1627069778484.34,-177.73,-51.76,-54.69,-92.77,270.5,106.44999999999999,376.95,True
1627069778488.25,146.97,-37.6,-37.6,-67.38,214.35,75.2,289.55,True
1627069778492.15,42.48,-45.9,-44.43,-80.57,123.04999999999998,90.33,213.38,True
1627069778496.06,-291.99,-55.18,-53.22,-111.82,403.81,108.4,512.21,True
1627069778499.96,-266.6,-52.25,-49.8,-115.72,382.32000000000005,102.05,484.37000000000006,True
1627069778503.87,68.36,-44.92,-44.43,-86.43,154.79000000000002,89.35,244.14000000000004,True
1627069778507.78,99.61,-45.9,-46.39,-92.29,191.9,92.28999999999999,284.19,True
1627069778511.68,-237.3,-60.55,-60.06,-119.63,356.93,120.61,477.54,True
1627069778515.59,-335.45,-64.94,-58.11,-123.54,458.99,123.05,582.0400000000001,False
1627069778519.5,-9.77,-51.76,-33.69,-97.66,107.42999999999999,85.44999999999999,192.88,True
1627069778523.4,155.27,-53.71,-35.64,-82.03,237.3,89.35,326.65,True
1627069778527.31,-133.79,-55.18,-49.8,-106.93,240.72,104.97999999999999,345.7,True
1627069778531.21,-352.54,-53.71,-44.92,-121.09,473.63,98.63,572.26,False
1627069778535.12,-105.96,-51.76,-31.25,-91.8,197.76,83.00999999999999,280.77,True
1627069778539.03,171.88,-44.92,-29.79,-66.41,238.29,74.71000000000001,313.0,True
1627069778542.93,-23.44,-54.69,-47.36,-86.43,109.87,102.05,211.92000000000002,True
1627069778546.84,-333.5,-60.55,-60.55,-106.93,440.43,121.1,561.53,False
1627069778550.75,-196.29,-44.92,-52.25,-83.01,279.3,97.17,376.47,True
1627069778554.65,127.93,-46.88,-44.43,-54.69,182.62,91.31,273.93,True
1627069778558.56,62.99,-47.36,-41.99,-63.96,126.95,89.35,216.3,True
1627069778562.46,-276.37,-44.92,-46.39,-106.45,382.82,91.31,474.13,True
1627069778566.37,-290.04,-56.64,-54.2,-115.72,405.76,110.84,516.6,True
1627069778570.28,59.57,-54.69,-56.15,-84.47,144.04,110.84,254.88,True
1627069778574.18,133.79,-46.88,-56.15,-84.47,218.26,103.03,321.28999999999996,True
1627069778578.09,-199.22,-49.8,-54.2,-112.79,312.01,104.0,416.01,True
1627069778582.0,-323.73,-51.76,-56.64,-107.42,431.15000000000003,108.4,539.5500000000001,True
1627069778585.9,-14.65,-50.29,-56.15,-69.82,84.47,106.44,190.91,True
1627069778589.81,175.29,-41.99,-42.48,-61.04,236.32999999999998,84.47,320.8,True
1627069778593.71,-84.96,-40.53,-42.97,-92.77,177.73,83.5,261.23,True
1627069778597.62,-326.66,-49.32,-52.25,-101.56,428.22,101.57,529.79,True
1627069778601.53,-111.33,-47.36,-52.73,-71.29,182.62,100.09,282.71000000000004,True
1627069778605.43,181.15,-39.55,-44.43,-50.78,231.93,83.97999999999999,315.91,True
1627069778609.34,25.39,-44.43,-44.43,-62.99,88.38,88.86,177.24,True
1627069778613.25,-285.16,-54.2,-56.15,-75.2,360.36,110.35,470.71,True
1627069778617.15,-187.99,-47.36,-60.55,-48.34,236.33,107.91,344.24,True
1627069778621.06,141.6,-34.67,-43.46,-31.25,172.85,78.13,250.98,True
1627069778624.96,110.84,-43.95,-39.55,-50.29,161.13,83.5,244.63,True
1627069778628.87,-224.12,-53.22,-51.27,-66.89,291.01,104.49000000000001,395.5,True
1627069778632.78,-259.28,-58.11,-48.83,-64.45,323.72999999999996,106.94,430.66999999999996,True
1627069778636.68,68.36,-51.76,-35.16,-49.8,118.16,86.91999999999999,205.07999999999998,True
1627069778640.59,159.18,-41.99,-23.93,-50.78,209.96,65.92,275.88,True
1627069778644.5,-158.2,-60.55,-34.18,-71.29,229.49,94.72999999999999,324.22,True
1627069778648.4,-317.38,-72.75,-50.29,-76.66,394.03999999999996,123.03999999999999,517.0799999999999,True
1627069778652.31,-35.64,-61.04,-38.09,-50.29,85.93,99.13,185.06,True
1627069778656.21,182.62,-56.64,-22.46,-42.97,225.59,79.1,304.69,True
1627069778660.12,-57.62,-63.96,-41.5,-63.96,121.58,105.46000000000001,227.04,True
1627069778664.03,-314.94,-62.01,-47.36,-65.92,380.86,109.37,490.23,True
1627069778667.93,-116.21,-48.83,-29.3,-60.06,176.26999999999998,78.13,254.39999999999998,True
1627069778671.84,179.69,-44.92,-30.76,-53.71,233.4,75.68,309.08,True
1627069778675.75,42.48,-48.83,-46.88,-65.92,108.4,95.71000000000001,204.11,True
1627069778679.65,-276.86,-48.83,-48.83,-79.59,356.45000000000005,97.66,454.11,True
1627069778683.56,-213.38,-42.97,-36.62,-68.36,281.74,79.59,361.33000000000004,True
1627069778687.46,121.09,-39.06,-31.74,-47.85,168.94,70.8,239.74,True
1627069778691.37,120.12,-43.46,-39.55,-59.57,179.69,83.00999999999999,262.7,True
1627069778695.28,-202.64,-46.39,-42.97,-83.98,286.62,89.36,375.98,True
1627069778699.18,-251.46,-47.85,-42.48,-79.59,331.05,90.33,421.38000000000005,True
1627069778703.09,69.34,-47.85,-40.53,-58.59,127.93,88.38,216.31,True
1627069778707.0,192.87,-51.76,-50.78,-44.43,237.3,102.53999999999999,339.84000000000003,True
1627069778710.9,-117.19,-46.39,-52.73,-67.87,185.06,99.12,284.18,True
1627069778714.81,-317.38,-45.9,-48.34,-94.24,411.62,94.24000000000001,505.86,True
1627069778718.71,-68.85,-51.27,-49.8,-79.1,147.95,101.07,249.01999999999998,True
1627069778722.62,170.9,-51.27,-48.83,-62.01,232.91,100.1,333.01,True
1627069778726.53,-41.02,-58.11,-41.02,-87.4,128.42000000000002,99.13,227.55000000000004,True
1627069778730.43,-316.41,-57.62,-40.04,-106.93,423.34000000000003,97.66,521.0,True
1627069778734.34,-151.37,-48.34,-44.92,-82.03,233.4,93.26,326.66,True
1627069778738.25,162.11,-40.04,-32.71,-57.13,219.24,72.75,291.99,True
1627069778742.15,63.96,-41.5,-41.99,-77.15,141.11,83.49000000000001,224.60000000000002,True
1627069778746.06,-267.09,-46.39,-62.5,-110.84,377.92999999999995,108.89,486.81999999999994,True
1627069778749.96,-243.16,-49.32,-56.15,-87.89,331.05,105.47,436.52,True
1627069778753.87,101.56,-38.57,-42.48,-40.04,141.6,81.05,222.64999999999998,True
1627069778757.78,137.7,-24.9,-35.64,-65.92,203.62,60.54,264.16,True
1627069778761.68,-199.22,-40.53,-51.27,-105.96,305.18,91.80000000000001,396.98,True
1627069778765.59,-283.2,-40.04,-61.04,-97.66,380.86,101.08,481.94000000000005,True
1627069778769.5,36.62,-22.95,-41.5,-70.31,106.93,64.45,171.38,True
1627069778773.4,195.8,-21.97,-28.32,-61.04,256.84000000000003,50.29,307.13000000000005,True
1627069778777.31,-90.82,-31.25,-39.55,-77.64,168.45999999999998,70.8,239.26,True
1627069778781.21,-309.57,-41.99,-51.76,-95.7,405.27,93.75,499.02,True
1627069778785.12,-68.36,-44.92,-43.95,-78.13,146.49,88.87,235.36,True
1627069778789.03,191.41,-44.92,-38.57,-56.15,247.56,83.49000000000001,331.05,True
1627069778792.93,5.37,-44.43,-42.48,-77.15,82.52000000000001,86.91,169.43,True
1627069778796.84,-284.67,-51.76,-52.73,-90.33,375.0,104.49,479.49,True
1627069778800.75,-157.23,-44.43,-45.9,-81.05,238.27999999999997,90.33,328.60999999999996,True
1627069778804.65,159.67,-43.95,-30.76,-62.01,221.67999999999998,74.71000000000001,296.39,True
1627069778808.56,94.24,-46.39,-31.25,-70.31,164.55,77.64,242.19,True
1627069778812.46,-234.86,-44.43,-39.55,-98.63,333.49,83.97999999999999,417.47,True
1627069778816.37,-238.28,-41.99,-39.55,-94.73,333.01,81.53999999999999,414.55,True
1627069778820.28,83.98,-41.99,-28.32,-63.48,147.46,70.31,217.77,True
1627069778824.18,139.65,-45.41,-30.27,-60.06,199.71,75.67999999999999,275.39,True
1627069778828.09,-184.57,-41.99,-33.69,-85.45,270.02,75.68,345.7,True
1627069778832.0,-316.41,-43.95,-30.76,-99.61,416.02000000000004,74.71000000000001,490.73,True
1627069778835.9,-15.63,-41.99,-21.97,-82.52,98.14999999999999,63.96,162.10999999999999,True
1627069778839.81,168.46,-42.48,-12.7,-64.45,232.91000000000003,55.17999999999999,288.09000000000003,True
1627069778843.71,-106.45,-55.66,-18.55,-83.5,189.95,74.21,264.15999999999997,True
1627069778847.62,-339.36,-47.85,-22.46,-107.42,446.78000000000003,70.31,517.09,True
1627069778851.53,-118.16,-41.02,-29.3,-92.77,210.93,70.32000000000001,281.25,True
1627069778855.43,163.57,-39.55,-29.3,-67.87,231.44,68.85,300.29,True
1627069778859.34,-6.84,-40.53,-26.86,-82.03,88.87,67.39,156.26,True
1627069778863.25,-315.43,-46.39,-38.09,-94.73,410.16,84.48,494.64,True
